branch	feature_cluster	distinct_paths	top_subsystems	paths
niffler	admin_frontend_experience	112	frontend_product:28,billing_wallet:25,auth_security:17,gateway_other:14,data_storage:11,documentation:8,usage_observability:3,tests:2	apps/aether-gateway/src/control/auth/gate.rs,apps/aether-gateway/src/control/route/public_support.rs,apps/aether-gateway/src/control/tests/public_support.rs,apps/aether-gateway/src/data/state/auth.rs,apps/aether-gateway/src/data/state/mod.rs,apps/aether-gateway/src/email/mod.rs,apps/aether-gateway/src/email/templates.rs,apps/aether-gateway/src/handlers/admin/billing/payments/orders.rs,apps/aether-gateway/src/handlers/admin/billing/plans.rs,apps/aether-gateway/src/handlers/admin/billing/wallets/reads/ledger.rs,apps/aether-gateway/src/handlers/admin/billing/wallets/reads/list.rs,apps/aether-gateway/src/handlers/admin/billing/wallets/reads/refund_requests.rs,apps/aether-gateway/src/handlers/admin/niffler.rs,apps/aether-gateway/src/handlers/admin/request/billing.rs,apps/aether-gateway/src/handlers/admin/request/users.rs,apps/aether-gateway/src/handlers/admin/users/groups.rs,apps/aether-gateway/src/handlers/public/support/auth.rs,apps/aether-gateway/src/handlers/public/support/auth_helpers.rs,apps/aether-gateway/src/handlers/public/support/auth_password_reset.rs,apps/aether-gateway/src/handlers/public/support/user_me_usage.rs,apps/aether-gateway/src/handlers/shared/catalog.rs,apps/aether-gateway/src/handlers/shared/request_utils.rs,apps/aether-gateway/src/state/runtime/auth/api_keys.rs,apps/aether-gateway/src/state/runtime/auth/user_lifecycle.rs,apps/aether-gateway/src/state/runtime/billing/finance_queries.rs,apps/aether-gateway/src/state/testing.rs,apps/aether-gateway/src/tests/control/admin/users.rs,apps/aether-gateway/src/tests/frontdoor/ai.rs,apps/aether-gateway/src/tests/frontdoor/public_support.rs,apps/aether-gateway/src/tests/frontdoor/public_support/dashboard.rs,apps/aether-gateway/src/wallet_runtime/access.rs,crates/aether-admin/src/observability/usage.rs,crates/aether-data-contracts/src/repository/billing/types.rs,crates/aether-data-contracts/src/repository/niffler_core/types.rs,crates/aether-data/src/repository/auth/memory.rs,crates/aether-data/src/repository/auth/mod.rs,crates/aether-data/src/repository/auth/mysql.rs,crates/aether-data/src/repository/auth/postgres.rs,crates/aether-data/src/repository/auth/sqlite.rs,crates/aether-data/src/repository/auth/types.rs,crates/aether-data/src/repository/billing/memory.rs,crates/aether-data/src/repository/billing/mysql.rs,crates/aether-data/src/repository/billing/postgres.rs,crates/aether-data/src/repository/billing/quota.rs,crates/aether-data/src/repository/billing/sqlite.rs,crates/aether-data/src/repository/provider_catalog/memory.rs,crates/aether-data/src/repository/provider_catalog/postgres.rs,crates/aether-data/src/repository/provider_catalog/sqlite.rs,crates/aether-data/src/repository/settlement/mysql.rs,crates/aether-data/src/repository/settlement/postgres.rs,crates/aether-data/src/repository/settlement/sqlite.rs,crates/aether-data/src/repository/users/memory.rs,crates/aether-data/src/repository/users/mysql.rs,crates/aether-data/src/repository/users/postgres.rs,crates/aether-data/src/repository/users/sqlite.rs,crates/aether-data/src/repository/users/types.rs,crates/aether-data/src/repository/wallet/memory.rs,crates/aether-data/src/repository/wallet/mysql.rs,crates/aether-data/src/repository/wallet/postgres.rs,crates/aether-data/src/repository/wallet/sqlite.rs,crates/aether-data/src/repository/wallet/types.rs,docs/admin-table-ux.md,docs/architecture/admin-manual-plan-grant-overrides.md,docs/architecture/admin-wallet-user-search-and-created-time.md,docs/architecture/claude-code-api-and-api-key-groups.md,docs/architecture/email-delivery-stability.md,docs/architecture/login-dialog-entry-hierarchy.md,docs/architecture/niffler-core-refactor.md,docs/architecture/package-quota-consumption-multiplier.md,docs/architecture/password-reset.md,frontend/src/api/admin-payments.ts,frontend/src/api/admin-wallets.ts,frontend/src/api/auth.ts,frontend/src/api/billing.ts,frontend/src/api/niffler-core.ts,frontend/src/components/common/ContactUsButton.vue,frontend/src/composables/__tests__/useResizableTableColumns.spec.ts,frontend/src/composables/useResizableTableColumns.ts,frontend/src/features/admin-email/components/EmailDeliveryHistory.vue,frontend/src/features/admin-email/utils/__tests__/deliveryPolling.spec.ts,frontend/src/features/admin-email/utils/deliveryPolling.ts,frontend/src/features/auth/components/AuthDemoAccounts.vue,frontend/src/features/auth/components/AuthRegisterPrompt.vue,frontend/src/features/auth/components/AuthTypeSwitch.vue,frontend/src/features/auth/components/LoginDialog.vue,frontend/src/features/auth/components/OAuthLoginOptions.vue,frontend/src/features/auth/components/PasswordResetRequestPanel.vue,frontend/src/features/auth/components/__tests__/LoginDialog.spec.ts,frontend/src/features/providers/components/ProviderTableRow.vue,frontend/src/features/usage/components/UsageRecordsTable.vue,frontend/src/features/wallet/components/WalletOpsDrawer.vue,frontend/src/i18n/locales/en-US.ts,frontend/src/i18n/locales/zh-CN.ts,frontend/src/layouts/__tests__/MainLayout.spec.ts,frontend/src/router/index.ts,frontend/src/test/setup.ts,frontend/src/utils/billingEntitlements.ts,frontend/src/views/admin/ApiKeys.vue,frontend/src/views/admin/BillingPlansManagement.vue,frontend/src/views/admin/EmailSettings.vue,frontend/src/views/admin/NifflerCoreReadiness.vue,frontend/src/views/admin/NifflerErrorMessages.vue,frontend/src/views/admin/PoolManagement.vue,frontend/src/views/admin/ProviderManagement.vue,frontend/src/views/admin/Users.vue,frontend/src/views/admin/WalletsManagement.vue,frontend/src/views/admin/__tests__/WalletsManagement.mobile.spec.ts,frontend/src/views/public/Home.vue,frontend/src/views/public/ResetPassword.vue,frontend/src/views/public/__tests__/Home.spec.ts,frontend/src/views/user/BillingPlans.vue,frontend/vitest.config.ts
niffler	billing_plans_wallet_payments	381	billing_wallet:74,data_storage:58,gateway_other:56,frontend_product:45,usage_observability:40,provider_protocol:22,auth_security:21,documentation:16	.github/workflows/rust-ci.yml,README.md,apps/aether-gateway/src/ai_serving/mod.rs,apps/aether-gateway/src/ai_serving/planner/candidate_materialization.rs,apps/aether-gateway/src/ai_serving/planner/candidate_resolution.rs,apps/aether-gateway/src/ai_serving/planner/candidate_source.rs,apps/aether-gateway/src/ai_serving/planner/decision_input.rs,apps/aether-gateway/src/ai_serving/planner/passthrough/provider/family/payload.rs,apps/aether-gateway/src/ai_serving/planner/report_context.rs,apps/aether-gateway/src/ai_serving/planner/specialized/files/decision.rs,apps/aether-gateway/src/ai_serving/planner/specialized/image/decision.rs,apps/aether-gateway/src/ai_serving/planner/specialized/video/decision.rs,apps/aether-gateway/src/ai_serving/planner/standard/family/payload.rs,apps/aether-gateway/src/ai_serving/planner/standard/openai/chat/decision/payload.rs,apps/aether-gateway/src/ai_serving/planner/standard/openai/responses/decision/payload.rs,apps/aether-gateway/src/api/backend/public.rs,apps/aether-gateway/src/api/response.rs,apps/aether-gateway/src/client_session_affinity.rs,apps/aether-gateway/src/control/auth/gate.rs,apps/aether-gateway/src/control/auth/mod.rs,apps/aether-gateway/src/control/auth/resolution.rs,apps/aether-gateway/src/control/mod.rs,apps/aether-gateway/src/control/route/admin.rs,apps/aether-gateway/src/control/route/admin/basic_families.rs,apps/aether-gateway/src/control/route/admin/operations_families.rs,apps/aether-gateway/src/control/route/public_support.rs,apps/aether-gateway/src/control/tests/admin_core.rs,apps/aether-gateway/src/control/tests/admin_payments.rs,apps/aether-gateway/src/control/tests/admin_users.rs,apps/aether-gateway/src/control/tests/public_support.rs,apps/aether-gateway/src/data/state/auth.rs,apps/aether-gateway/src/data/state/catalog.rs,apps/aether-gateway/src/data/state/integrations.rs,apps/aether-gateway/src/data/state/mod.rs,apps/aether-gateway/src/data/state/niffler_core.rs,apps/aether-gateway/src/data/state/referrals.rs,apps/aether-gateway/src/data/state/runtime.rs,apps/aether-gateway/src/data/state/testing/mod.rs,apps/aether-gateway/src/dispatch/pool_scheduler.rs,apps/aether-gateway/src/dispatch/refs.rs,apps/aether-gateway/src/execution_runtime/stream/execution.rs,apps/aether-gateway/src/execution_runtime/sync/execution.rs,apps/aether-gateway/src/executor/outcome.rs,apps/aether-gateway/src/handlers/admin/billing/payments/gateways.rs,apps/aether-gateway/src/handlers/admin/billing/payments/orders.rs,apps/aether-gateway/src/handlers/admin/billing/payments/routes.rs,apps/aether-gateway/src/handlers/admin/billing/payments/shared.rs,apps/aether-gateway/src/handlers/admin/billing/plans.rs,apps/aether-gateway/src/handlers/admin/billing/wallets/mutations/recharge.rs,apps/aether-gateway/src/handlers/admin/billing/wallets/shared/payloads.rs,apps/aether-gateway/src/handlers/admin/niffler.rs,apps/aether-gateway/src/handlers/admin/provider/oauth/duplicates.rs,apps/aether-gateway/src/handlers/admin/provider/pool_admin/mod.rs,apps/aether-gateway/src/handlers/admin/provider/pool_admin/read_routes/keys.rs,apps/aether-gateway/src/handlers/admin/provider/pool_admin/selection.rs,apps/aether-gateway/src/handlers/admin/provider/pool_admin/support.rs,apps/aether-gateway/src/handlers/admin/provider/shared/payloads.rs,apps/aether-gateway/src/handlers/admin/provider/summary/value.rs,apps/aether-gateway/src/handlers/admin/provider/write/normalize.rs,apps/aether-gateway/src/handlers/admin/provider/write/provider/create.rs,apps/aether-gateway/src/handlers/admin/provider/write/provider/update.rs,apps/aether-gateway/src/handlers/admin/request/billing.rs,apps/aether-gateway/src/handlers/admin/request/models.rs,apps/aether-gateway/src/handlers/admin/request/niffler_core.rs,apps/aether-gateway/src/handlers/admin/request/system/import.rs,apps/aether-gateway/src/handlers/admin/users/api_keys/helpers.rs,apps/aether-gateway/src/handlers/admin/users/api_keys/responses/create.rs,apps/aether-gateway/src/handlers/admin/users/api_keys/responses/list.rs,apps/aether-gateway/src/handlers/admin/users/api_keys/responses/update.rs,apps/aether-gateway/src/handlers/admin/users/billing.rs,apps/aether-gateway/src/handlers/admin/users/groups.rs,apps/aether-gateway/src/handlers/admin/users/lifecycle/reads.rs,apps/aether-gateway/src/handlers/admin/users/mod.rs,apps/aether-gateway/src/handlers/admin/users/routes.rs,apps/aether-gateway/src/handlers/admin/users/shared.rs,apps/aether-gateway/src/handlers/proxy/mod.rs,apps/aether-gateway/src/handlers/public/ai_public.rs,apps/aether-gateway/src/handlers/public/support.rs,apps/aether-gateway/src/handlers/public/support/billing.rs,apps/aether-gateway/src/handlers/public/support/ccswitch_usage.rs,apps/aether-gateway/src/handlers/public/support/dashboard_filters.rs,apps/aether-gateway/src/handlers/public/support/install.rs,apps/aether-gateway/src/handlers/public/support/payment/dodopay.rs,apps/aether-gateway/src/handlers/public/support/payment/route.rs,apps/aether-gateway/src/handlers/public/support/user_me.rs,apps/aether-gateway/src/handlers/public/support/user_me_api_keys.rs,apps/aether-gateway/src/handlers/public/support/user_me_catalog.rs,apps/aether-gateway/src/handlers/public/support/user_me_public_base.rs,apps/aether-gateway/src/handlers/public/support/user_me_routes.rs,apps/aether-gateway/src/handlers/public/support/wallet.rs,apps/aether-gateway/src/handlers/public/support/wallet/reads.rs,apps/aether-gateway/src/handlers/public/support/wallet/recharge.rs,apps/aether-gateway/src/handlers/public/support/wallet/redeem.rs,apps/aether-gateway/src/handlers/public/system_modules_helpers/capabilities.rs,apps/aether-gateway/src/handlers/shared/request_utils.rs,apps/aether-gateway/src/lib.rs,apps/aether-gateway/src/maintenance/mod.rs,apps/aether-gateway/src/maintenance/runtime.rs,apps/aether-gateway/src/maintenance/runtime/config.rs,apps/aether-gateway/src/maintenance/runtime/niffler_billing_reservation_expiry.rs,apps/aether-gateway/src/maintenance/runtime/runners.rs,apps/aether-gateway/src/maintenance/runtime/settlement_retry.rs,apps/aether-gateway/src/maintenance/runtime/tests.rs,apps/aether-gateway/src/maintenance/runtime/usage_counter_flush.rs,apps/aether-gateway/src/maintenance/runtime/workers.rs,apps/aether-gateway/src/niffler_billing_reservation.rs,apps/aether-gateway/src/niffler_error_return.rs,apps/aether-gateway/src/niffler_runtime.rs,apps/aether-gateway/src/rate_limit.rs,apps/aether-gateway/src/request_candidate_runtime.rs,apps/aether-gateway/src/router.rs,apps/aether-gateway/src/scheduler/candidate/tests/selection.rs,apps/aether-gateway/src/scheduler/candidate/tests/support.rs,apps/aether-gateway/src/state/admin_types.rs,apps/aether-gateway/src/state/catalog.rs,apps/aether-gateway/src/state/core.rs,apps/aether-gateway/src/state/integrations.rs,apps/aether-gateway/src/state/mod.rs,apps/aether-gateway/src/state/niffler_core.rs,apps/aether-gateway/src/state/runtime/auth/user_lifecycle.rs,apps/aether-gateway/src/state/runtime/billing/admin.rs,apps/aether-gateway/src/state/runtime/billing/finance_queries.rs,apps/aether-gateway/src/state/runtime/billing/mod.rs,apps/aether-gateway/src/state/runtime/candidate_queries.rs,apps/aether-gateway/src/state/runtime/payments.rs,apps/aether-gateway/src/state/runtime/referrals.rs,apps/aether-gateway/src/state/runtime/usage_queries.rs,apps/aether-gateway/src/state/runtime/wallet/balance_mutations.rs,apps/aether-gateway/src/state/runtime/wallet/mutations.rs,apps/aether-gateway/src/task_runtime/mod.rs,apps/aether-gateway/src/tests/ai_execute/control_execute.rs,apps/aether-gateway/src/tests/ai_execute/fallback.rs,apps/aether-gateway/src/tests/ai_execute/sync/cli.rs,apps/aether-gateway/src/tests/architecture/admin_provider.rs,apps/aether-gateway/src/tests/architecture/runtime_and_security.rs,apps/aether-gateway/src/tests/architecture/sql_and_data.rs,apps/aether-gateway/src/tests/control/admin/payments.rs,apps/aether-gateway/src/tests/control/admin/pool.rs,apps/aether-gateway/src/tests/control/admin/system.rs,apps/aether-gateway/src/tests/control/admin/users.rs,apps/aether-gateway/src/tests/control/admin/wallets.rs,apps/aether-gateway/src/tests/control/proxy/local_denials.rs,apps/aether-gateway/src/tests/frontdoor/ai.rs,apps/aether-gateway/src/tests/frontdoor/core.rs,apps/aether-gateway/src/tests/frontdoor/internal.rs,apps/aether-gateway/src/tests/frontdoor/public_support.rs,apps/aether-gateway/src/tests/frontdoor/public_support/dashboard.rs,apps/aether-gateway/src/tests/usage/pricing.rs,apps/aether-gateway/src/tests/usage/wallet.rs,apps/aether-gateway/src/usage/reporting/mod.rs,apps/aether-gateway/src/video_tasks/tests/fixtures.rs,apps/aether-gateway/src/wallet_runtime/access.rs,billing_findings.md,billing_progress.md,billing_review_plan.md,crates/aether-admin/src/observability/usage.rs,crates/aether-admin/src/provider/models.rs,crates/aether-admin/src/system.rs,crates/aether-ai-formats/src/contracts/auth_context.rs,crates/aether-ai-formats/src/formats/openai/image/request.rs,crates/aether-ai-formats/src/formats/openai/responses/codex.rs,crates/aether-ai-formats/src/formats/shared/stream_core/common.rs,crates/aether-ai-formats/src/formats/shared/sync_to_stream.rs,crates/aether-ai-serving/src/report_context.rs,crates/aether-billing/src/event_enrichment.rs,crates/aether-billing/src/pricing.rs,crates/aether-billing/src/service.rs,crates/aether-data-contracts/src/repository/billing/mod.rs,crates/aether-data-contracts/src/repository/billing/types.rs,crates/aether-data-contracts/src/repository/candidates/types.rs,crates/aether-data-contracts/src/repository/niffler_core/types.rs,crates/aether-data-contracts/src/repository/settlement/types.rs,crates/aether-data-contracts/src/repository/usage/mod.rs,crates/aether-data-contracts/src/repository/usage/types.rs,crates/aether-data-schema/src/lib.rs,crates/aether-data/migrations/mysql/20260528120000_add_entitlement_usage_windows.sql,crates/aether-data/migrations/mysql/20260530120000_add_api_key_group_pricing.sql,crates/aether-data/migrations/mysql/20260531120000_require_api_key_group.sql,crates/aether-data/migrations/mysql/20260608150000_add_niffler_billing_reservation_dry_runs.sql,crates/aether-data/migrations/mysql/20260622100000_add_payment_gateway_webhook_secret.sql,crates/aether-data/migrations/mysql/20260801190000_add_provider_usage_contributions.sql,crates/aether-data/migrations/mysql/20260809130000_add_billing_admissions_and_plan_providers.sql,crates/aether-data/migrations/mysql/20260810180000_add_plan_purchase_debt_repayment.sql,crates/aether-data/migrations/postgres/20260528120000_add_entitlement_usage_windows.sql,crates/aether-data/migrations/postgres/20260530120000_add_api_key_group_pricing.sql,crates/aether-data/migrations/postgres/20260531120000_require_api_key_group.sql,crates/aether-data/migrations/postgres/20260608150000_add_niffler_billing_reservation_dry_runs.sql,crates/aether-data/migrations/postgres/20260622100000_add_payment_gateway_webhook_secret.sql,crates/aether-data/migrations/postgres/20260801190000_add_provider_usage_contributions.sql,crates/aether-data/migrations/postgres/20260809130000_add_billing_admissions_and_plan_providers.sql,crates/aether-data/migrations/postgres/20260810180000_add_plan_purchase_debt_repayment.sql,crates/aether-data/migrations/sqlite/20260528120000_add_entitlement_usage_windows.sql,crates/aether-data/migrations/sqlite/20260530120000_add_api_key_group_pricing.sql,crates/aether-data/migrations/sqlite/20260531120000_require_api_key_group.sql,crates/aether-data/migrations/sqlite/20260608150000_add_niffler_billing_reservation_dry_runs.sql,crates/aether-data/migrations/sqlite/20260622100000_add_payment_gateway_webhook_secret.sql,crates/aether-data/migrations/sqlite/20260801190000_add_provider_usage_contributions.sql,crates/aether-data/migrations/sqlite/20260809130000_add_billing_admissions_and_plan_providers.sql,crates/aether-data/migrations/sqlite/20260810180000_add_plan_purchase_debt_repayment.sql,crates/aether-data/schema/bootstrap/postgres/001_types_and_tables.sql,crates/aether-data/schema/bootstrap/postgres/003_constraints.sql,crates/aether-data/schema/bootstrap/postgres/004_indexes.sql,crates/aether-data/schema/bootstrap/postgres/005_foreign_keys.sql,crates/aether-data/schema/bootstrap/postgres/100_usage_capture.sql,crates/aether-data/schema/generated/mysql/baseline/001_identity.sql,crates/aether-data/schema/generated/mysql/baseline/005_wallet_billing.sql,crates/aether-data/schema/generated/mysql/baseline/006_usage.sql,crates/aether-data/schema/generated/mysql/baseline/009_niffler_core.sql,crates/aether-data/schema/generated/postgres/baseline/001_identity.sql,crates/aether-data/schema/generated/postgres/baseline/005_wallet_billing.sql,crates/aether-data/schema/generated/postgres/baseline/006_usage.sql,crates/aether-data/schema/generated/postgres/baseline/009_niffler_core.sql,crates/aether-data/schema/generated/sqlite/baseline/001_identity.sql,crates/aether-data/schema/generated/sqlite/baseline/005_wallet_billing.sql,crates/aether-data/schema/generated/sqlite/baseline/006_usage.sql,crates/aether-data/schema/generated/sqlite/baseline/009_niffler_core.sql,crates/aether-data/schema/logical/001_identity.toml,crates/aether-data/schema/logical/005_wallet_billing.toml,crates/aether-data/schema/logical/006_usage.toml,crates/aether-data/schema/logical/009_niffler_core.toml,crates/aether-data/src/backend/stats/postgres_daily/sql.rs,crates/aether-data/src/lifecycle/bootstrap/postgres.rs,crates/aether-data/src/lifecycle/migrate/tests.rs,crates/aether-data/src/repository/auth/memory.rs,crates/aether-data/src/repository/auth/mysql.rs,crates/aether-data/src/repository/auth/postgres.rs,crates/aether-data/src/repository/auth/sqlite.rs,crates/aether-data/src/repository/auth/types.rs,crates/aether-data/src/repository/billing/memory.rs,crates/aether-data/src/repository/billing/mod.rs,crates/aether-data/src/repository/billing/mysql.rs,crates/aether-data/src/repository/billing/postgres.rs,crates/aether-data/src/repository/billing/quota.rs,crates/aether-data/src/repository/billing/sqlite.rs,crates/aether-data/src/repository/candidates/admission.rs,crates/aether-data/src/repository/candidates/memory.rs,crates/aether-data/src/repository/candidates/mod.rs,crates/aether-data/src/repository/candidates/mysql.rs,crates/aether-data/src/repository/candidates/postgres.rs,crates/aether-data/src/repository/candidates/sqlite.rs,crates/aether-data/src/repository/niffler_core/mod.rs,crates/aether-data/src/repository/niffler_core/mysql.rs,crates/aether-data/src/repository/niffler_core/postgres.rs,crates/aether-data/src/repository/niffler_core/sqlite.rs,crates/aether-data/src/repository/provider_catalog/postgres.rs,crates/aether-data/src/repository/provider_catalog/sqlite.rs,crates/aether-data/src/repository/settlement/memory.rs,crates/aether-data/src/repository/settlement/mod.rs,crates/aether-data/src/repository/settlement/mysql.rs,crates/aether-data/src/repository/settlement/postgres.rs,crates/aether-data/src/repository/settlement/sqlite.rs,crates/aether-data/src/repository/usage/memory.rs,crates/aether-data/src/repository/usage/mod.rs,crates/aether-data/src/repository/usage/mysql.rs,crates/aether-data/src/repository/usage/postgres/mod.rs,crates/aether-data/src/repository/usage/postgres/provider_contribution.rs,crates/aether-data/src/repository/usage/postgres/queries/provider_api_key_codex_window_usage_missing_sql.sql,crates/aether-data/src/repository/usage/postgres/queries/rebuild_provider_api_key_codex_window_usage_for_key_sql.sql,crates/aether-data/src/repository/usage/postgres/queries/rebuild_provider_api_key_codex_window_usage_stats_sql.sql,crates/aether-data/src/repository/usage/postgres/queries/rebuild_provider_api_key_usage_stats_sql.sql,crates/aether-data/src/repository/usage/postgres/queries/summarize_provider_api_key_window_usage_sql.sql,crates/aether-data/src/repository/usage/postgres/tests.rs,crates/aether-data/src/repository/usage/sqlite.rs,crates/aether-data/src/repository/users/memory.rs,crates/aether-data/src/repository/users/mysql.rs,crates/aether-data/src/repository/users/postgres.rs,crates/aether-data/src/repository/users/sqlite.rs,crates/aether-data/src/repository/users/types.rs,crates/aether-data/src/repository/wallet/memory.rs,crates/aether-data/src/repository/wallet/mod.rs,crates/aether-data/src/repository/wallet/mysql.rs,crates/aether-data/src/repository/wallet/plan_overrides.rs,crates/aether-data/src/repository/wallet/postgres.rs,crates/aether-data/src/repository/wallet/sqlite.rs,crates/aether-data/src/repository/wallet/types.rs,crates/aether-model-fetch/src/logic.rs,crates/aether-scheduler-core/src/request_candidate.rs,crates/aether-testkit/src/bin/usage_settlement_hotspot_baseline.rs,crates/aether-usage-runtime/src/body_capture.rs,crates/aether-usage-runtime/src/request_metadata.rs,crates/aether-usage-runtime/src/runtime.rs,crates/aether-usage-runtime/src/settlement.rs,crates/aether-usage-runtime/src/write.rs,crates/aether-wallet/src/access.rs,docs/architecture/2026-05-29-codex-dodopay-release.md,docs/architecture/2026-05-29-unauthenticated-ai-request-guard.md,docs/architecture/2026-06-02-usage-body-retention-and-dedup.md,docs/architecture/2026-06-24-ccswitch-balance-compat.md,docs/architecture/2026-06-29-usage-missing-upstream-usage-billing.md,docs/architecture/2026-07-12-codex-native-image-extension-test.md,docs/architecture/2026-08-01-provider-usage-settlement-projection-consistency.md,docs/architecture/admin-console-performance.md,docs/architecture/admin-manual-plan-grant-overrides.md,docs/architecture/admin-pool-codex-window-usage-query.md,docs/architecture/admin-user-billing-and-pool-visibility.md,docs/architecture/admin-user-plan-cancel.md,docs/architecture/billing-overdraft-root-fix.md,docs/architecture/billing-plan-duration-and-purchase-limit.md,docs/architecture/billing-usage-statistics-consistency.md,docs/architecture/ccswitch-and-cli-setup-hardening.md,docs/architecture/codex-encrypted-context-protection.md,docs/architecture/cost-multiplier-and-plan-renewal.md,docs/architecture/dashboard-usage-stat-timezone.md,docs/architecture/group-api-key-pricing-plan-design.md,docs/architecture/niffler-core-refactor.md,docs/architecture/package-quota-consumption-multiplier.md,docs/architecture/payment-orders-include-plan-purchases.md,docs/architecture/platform-local-rejection-error-semantics.md,docs/architecture/sidebar-billing-summary.md,docs/superpowers/plans/2026-05-30-model-scoped-billing-plans.md,docs/superpowers/plans/2026-06-20-postgres-only-data-layer-slimming.md,frontend/src/api/admin-payments.ts,frontend/src/api/admin-wallets.ts,frontend/src/api/admin.ts,frontend/src/api/billing.ts,frontend/src/api/endpoints/pool.ts,frontend/src/api/endpoints/providers.ts,frontend/src/api/endpoints/types/model.ts,frontend/src/api/endpoints/types/provider.ts,frontend/src/api/me.ts,frontend/src/api/niffler-core.ts,frontend/src/api/public-models.ts,frontend/src/api/usage.ts,frontend/src/api/users.ts,frontend/src/api/wallet.ts,frontend/src/components/stats/QuotaProgressCard.vue,frontend/src/components/ui/input.vue,frontend/src/features/api-keys/utils/__tests__/ccswitchImport.spec.ts,frontend/src/features/api-keys/utils/ccswitchImport.ts,frontend/src/features/pool/components/PoolDemandMetricsDialog.vue,frontend/src/features/pool/utils/__tests__/poolManagementState.spec.ts,frontend/src/features/pool/utils/poolManagementState.ts,frontend/src/features/pool/utils/poolStatsDisplay.ts,frontend/src/features/providers/components/PoolStatusCard.vue,frontend/src/features/providers/components/ProviderFormDialog.vue,frontend/src/features/providers/components/ProviderModelFormDialog.vue,frontend/src/features/providers/components/__tests__/provider-model-form-helpers.spec.ts,frontend/src/features/providers/components/provider-model-form-helpers.ts,frontend/src/features/usage/components/HorizontalRequestTimeline.vue,frontend/src/features/usage/components/RequestDetailDrawer.vue,frontend/src/features/usage/components/UsageRecordsTable.vue,frontend/src/features/usage/components/__tests__/HorizontalRequestTimeline.spec.ts,frontend/src/features/usage/components/__tests__/UsageRecordsTable.spec.ts,frontend/src/features/usage/types.ts,frontend/src/features/users/components/UserGroupsDialog.vue,frontend/src/features/users/utils/__tests__/grantPlanTime.spec.ts,frontend/src/features/users/utils/grantPlanTime.ts,frontend/src/features/wallet/components/WalletOpsDrawer.vue,frontend/src/i18n/index.ts,frontend/src/layouts/MainLayout.vue,frontend/src/layouts/__tests__/MainLayout.spec.ts,frontend/src/utils/__tests__/billingEntitlements.spec.ts,frontend/src/utils/__tests__/walletDisplay.spec.ts,frontend/src/utils/billingEntitlements.ts,frontend/src/utils/url.ts,frontend/src/utils/walletDisplay.ts,frontend/src/views/admin/BillingPlansManagement.vue,frontend/src/views/admin/CostAnalysis.vue,frontend/src/views/admin/NifflerErrorMessages.vue,frontend/src/views/admin/NifflerUpstreamOnboarding.vue,frontend/src/views/admin/PaymentGatewaySettings.vue,frontend/src/views/admin/PoolManagement.vue,frontend/src/views/admin/Users.vue,frontend/src/views/admin/WalletsManagement.vue,frontend/src/views/admin/__tests__/BillingPlansManagement.provider-scope.spec.ts,frontend/src/views/admin/__tests__/niffler-product-plan-pricing.spec.ts,frontend/src/views/admin/niffler-product-plan-pricing.ts,frontend/src/views/admin/system-settings/CleanupPolicySection.vue,frontend/src/views/admin/system-settings/RequestLogSection.vue,frontend/src/views/admin/system-settings/composables/useSystemConfig.ts,frontend/src/views/public/guide/ConceptsGuide.vue,frontend/src/views/public/guide/content/concepts.md,frontend/src/views/shared/Dashboard.vue,frontend/src/views/shared/__tests__/Dashboard.spec.ts,frontend/src/views/user/BillingPlans.vue,frontend/src/views/user/MyApiKeys.vue,frontend/src/views/user/WalletCenter.vue,frontend/src/views/user/__tests__/BillingPlans.debt-purchase.spec.ts,frontend/src/views/user/__tests__/model-catalog-helpers.spec.ts,frontend/src/views/user/components/UserModelDetailDrawer.vue,frontend/src/views/user/model-catalog-helpers.ts
