version	driver	relationship	niffler_path	niffler_sha256	aether_path	aether_sha256
20260511120000	postgres	same_content	crates/aether-data/migrations/postgres/20260511120000_exclude_admins_from_default_user_group.sql	36276e0c3268ab84efc12c07fdbd3a19417060d17e624c6c2dbc4f69b774f78c	crates/aether-data/adapters/postgres/migrations/20260511120000_exclude_admins_from_default_user_group.sql	36276e0c3268ab84efc12c07fdbd3a19417060d17e624c6c2dbc4f69b774f78c
20260511120000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260511120000_exclude_admins_from_default_user_group.sql	ae9a691faf784f19e731c44b443b063be29a3416c20de4045ba12bfe689a8bcf	crates/aether-data/adapters/sqlite/migrations/20260511120000_exclude_admins_from_default_user_group.sql	ae9a691faf784f19e731c44b443b063be29a3416c20de4045ba12bfe689a8bcf
20260511130000	mysql	same_content	crates/aether-data/migrations/mysql/20260511130000_add_pool_member_scores.sql	35d8950b308fe4969df7bccc216533bbcf33ea6ec868707889dc7e8b64dd9bb3	crates/aether-data/adapters/mysql/migrations/20260511130000_add_pool_member_scores.sql	35d8950b308fe4969df7bccc216533bbcf33ea6ec868707889dc7e8b64dd9bb3
20260511130000	postgres	same_content	crates/aether-data/migrations/postgres/20260511130000_add_pool_member_scores.sql	8c26f3bf1f06e4cbf37e075ed65e67a4fe2d02adbda0cd71efea6be44b6b3d0a	crates/aether-data/adapters/postgres/migrations/20260511130000_add_pool_member_scores.sql	8c26f3bf1f06e4cbf37e075ed65e67a4fe2d02adbda0cd71efea6be44b6b3d0a
20260511130000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260511130000_add_pool_member_scores.sql	5ace51105a19307756d2e5fc3609b6a1e55556200e121da37497bc079e7d2ea0	crates/aether-data/adapters/sqlite/migrations/20260511130000_add_pool_member_scores.sql	5ace51105a19307756d2e5fc3609b6a1e55556200e121da37497bc079e7d2ea0
20260512000000	mysql	same_content	crates/aether-data/migrations/mysql/20260512000000_add_feature_settings.sql	2b90d459983df9588e97daddaffc9ee4d547742144e0f6603ca2f6a8eecfa04d	crates/aether-data/adapters/mysql/migrations/20260512000000_add_feature_settings.sql	2b90d459983df9588e97daddaffc9ee4d547742144e0f6603ca2f6a8eecfa04d
20260512000000	postgres	same_content	crates/aether-data/migrations/postgres/20260512000000_add_feature_settings.sql	fef2479d883651e1d18b8dc1afbdeb28c3bf418c1d6197ac82d5b3017b4bc1c3	crates/aether-data/adapters/postgres/migrations/20260512000000_add_feature_settings.sql	fef2479d883651e1d18b8dc1afbdeb28c3bf418c1d6197ac82d5b3017b4bc1c3
20260512000000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260512000000_add_feature_settings.sql	c5bd5730867cb13936f20bf4c7637e332338a0a904d8b87fc93880c837b0e67f	crates/aether-data/adapters/sqlite/migrations/20260512000000_add_feature_settings.sql	c5bd5730867cb13936f20bf4c7637e332338a0a904d8b87fc93880c837b0e67f
20260512090000	mysql	same_content	crates/aether-data/migrations/mysql/20260512090000_add_payment_gateway_plans.sql	04d54c0ff9a56ba30d8d74e408a0ca9a649457129c4247904e2d7b1dbd70c5a2	crates/aether-data/adapters/mysql/migrations/20260512090000_add_payment_gateway_plans.sql	04d54c0ff9a56ba30d8d74e408a0ca9a649457129c4247904e2d7b1dbd70c5a2
20260512090000	postgres	same_content	crates/aether-data/migrations/postgres/20260512090000_add_payment_gateway_plans.sql	a8cb0822f935ee066113e81a868acd2bd010d8257133034543562ad8f7c7cbc0	crates/aether-data/adapters/postgres/migrations/20260512090000_add_payment_gateway_plans.sql	a8cb0822f935ee066113e81a868acd2bd010d8257133034543562ad8f7c7cbc0
20260512090000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260512090000_add_payment_gateway_plans.sql	b3f35b8b23346ef2260ce580ea0330088954fda106ab06c6795a524b0db3588a	crates/aether-data/adapters/sqlite/migrations/20260512090000_add_payment_gateway_plans.sql	b3f35b8b23346ef2260ce580ea0330088954fda106ab06c6795a524b0db3588a
20260512110000	mysql	same_content	crates/aether-data/migrations/mysql/20260512110000_add_billing_plan_purchase_limit_scope.sql	0f1bc174511d69a4670438be71455384b9cb688cfd589123777afb55f5d7edd6	crates/aether-data/adapters/mysql/migrations/20260512110000_add_billing_plan_purchase_limit_scope.sql	0f1bc174511d69a4670438be71455384b9cb688cfd589123777afb55f5d7edd6
20260512110000	postgres	same_content	crates/aether-data/migrations/postgres/20260512110000_add_billing_plan_purchase_limit_scope.sql	16218d3430e693f436d29fc2f9e9e44781ba9c523cd68626fda8162c96ff36de	crates/aether-data/adapters/postgres/migrations/20260512110000_add_billing_plan_purchase_limit_scope.sql	16218d3430e693f436d29fc2f9e9e44781ba9c523cd68626fda8162c96ff36de
20260512110000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260512110000_add_billing_plan_purchase_limit_scope.sql	ca77ed90e2066371092777cfa13b497e6358a6309fed9743a767464d5f69e42d	crates/aether-data/adapters/sqlite/migrations/20260512110000_add_billing_plan_purchase_limit_scope.sql	ca77ed90e2066371092777cfa13b497e6358a6309fed9743a767464d5f69e42d
20260515000000	postgres	same_content	crates/aether-data/migrations/postgres/20260515000000_add_audit_admin_to_userrole.sql	7d7f24147b5cc97160b83fe08c7a5f2aeb2802446b7f834f40d6420d2024d31b	crates/aether-data/adapters/postgres/migrations/20260515000000_add_audit_admin_to_userrole.sql	7d7f24147b5cc97160b83fe08c7a5f2aeb2802446b7f834f40d6420d2024d31b
20260516000000	mysql	same_content	crates/aether-data/migrations/mysql/20260516000000_add_routing_profiles.sql	e102c0f74ab59126828abd914659cc5137b07dfe66427124c8452ab8fd3d9369	crates/aether-data/adapters/mysql/migrations/20260516000000_add_routing_profiles.sql	e102c0f74ab59126828abd914659cc5137b07dfe66427124c8452ab8fd3d9369
20260516000000	postgres	same_content	crates/aether-data/migrations/postgres/20260516000000_add_routing_profiles.sql	3cfa0e4129a04711641bde34d34d883dfa5e971fd7b79ff352e153e9e9adb015	crates/aether-data/adapters/postgres/migrations/20260516000000_add_routing_profiles.sql	3cfa0e4129a04711641bde34d34d883dfa5e971fd7b79ff352e153e9e9adb015
20260516000000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260516000000_add_routing_profiles.sql	47fd40315c8ab497edab284dece5ede7a5020f1612548b6559b70be0fb2a65a3	crates/aether-data/adapters/sqlite/migrations/20260516000000_add_routing_profiles.sql	47fd40315c8ab497edab284dece5ede7a5020f1612548b6559b70be0fb2a65a3
20260518000000	mysql	same_content	crates/aether-data/migrations/mysql/20260518000000_add_usage_counter_deltas.sql	37d476ef297b748432f87cd6c2693ed2b19ffedd31eb72c1f8fc270a7a2bf6dc	crates/aether-data/adapters/mysql/migrations/20260518000000_add_usage_counter_deltas.sql	37d476ef297b748432f87cd6c2693ed2b19ffedd31eb72c1f8fc270a7a2bf6dc
20260518000000	postgres	same_content	crates/aether-data/migrations/postgres/20260518000000_add_usage_counter_deltas.sql	af93f4d30ec6220686d45ed90ed2642cbb9353de515e8e710ee5ac49c9e65e06	crates/aether-data/adapters/postgres/migrations/20260518000000_add_usage_counter_deltas.sql	af93f4d30ec6220686d45ed90ed2642cbb9353de515e8e710ee5ac49c9e65e06
20260518000000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260518000000_add_usage_counter_deltas.sql	e21cc05ca79e743f3b74a7c5fab40914f341a832f547fa1e7bf762f2f169feea	crates/aether-data/adapters/sqlite/migrations/20260518000000_add_usage_counter_deltas.sql	e21cc05ca79e743f3b74a7c5fab40914f341a832f547fa1e7bf762f2f169feea
20260519000000	mysql	same_content	crates/aether-data/migrations/mysql/20260519000000_add_referrals_privacy_required_announcements.sql	3ccd0709c3f3f369a901c5d71edf2d8e95dd250ed7e7a53ed66b5250c235ed7b	crates/aether-data/adapters/mysql/migrations/20260519000000_add_referrals_privacy_required_announcements.sql	3ccd0709c3f3f369a901c5d71edf2d8e95dd250ed7e7a53ed66b5250c235ed7b
20260519000000	postgres	same_content	crates/aether-data/migrations/postgres/20260519000000_add_referrals_privacy_required_announcements.sql	020435bac1467f94ceb23fb84365060f3bb8be3788dcbb48ee803efc00060637	crates/aether-data/adapters/postgres/migrations/20260519000000_add_referrals_privacy_required_announcements.sql	020435bac1467f94ceb23fb84365060f3bb8be3788dcbb48ee803efc00060637
20260519000000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260519000000_add_referrals_privacy_required_announcements.sql	2fbc9a0e60f9a188205284b0f8eaca86d16fe2039890e133564994e074b1cd6b	crates/aether-data/adapters/sqlite/migrations/20260519000000_add_referrals_privacy_required_announcements.sql	2fbc9a0e60f9a188205284b0f8eaca86d16fe2039890e133564994e074b1cd6b
20260519120000	mysql	same_content	crates/aether-data/migrations/mysql/20260519120000_add_oauth_provider_icon_url.sql	5228189f615d9f0f82034ec2a70186cb3e3019467c6257cafce8104c31b6bf2e	crates/aether-data/adapters/mysql/migrations/20260519120000_add_oauth_provider_icon_url.sql	5228189f615d9f0f82034ec2a70186cb3e3019467c6257cafce8104c31b6bf2e
20260519120000	postgres	same_content	crates/aether-data/migrations/postgres/20260519120000_add_oauth_provider_icon_url.sql	db349139d0158d3d521f03d51c9253e4ffcd5b2da6e6c8b79b69494389265f81	crates/aether-data/adapters/postgres/migrations/20260519120000_add_oauth_provider_icon_url.sql	db349139d0158d3d521f03d51c9253e4ffcd5b2da6e6c8b79b69494389265f81
20260519120000	sqlite	same_content	crates/aether-data/migrations/sqlite/20260519120000_add_oauth_provider_icon_url.sql	f1ef83ef38e26d4145a8e36a1e2ccb03943b78a8d80293ac4fc61504c0419ce0	crates/aether-data/adapters/sqlite/migrations/20260519120000_add_oauth_provider_icon_url.sql	f1ef83ef38e26d4145a8e36a1e2ccb03943b78a8d80293ac4fc61504c0419ce0
